ip,loc,city,region
194.230.146.54,"47.3667,8.5500",Zürich,Zurich
194.230.146.77,"47.3667,8.5500",Zürich,Zurich
194.230.160.38,"47.5584,7.5733",Basel,Basel-City
194.230.160.104,"47.5584,7.5733",Basel,Basel-City
194.230.160.145,"47.5584,7.5733",Basel,Basel-City
194.230.160.18,"47.5584,7.5733",Basel,Basel-City
194.230.148.64,"47.3667,8.5500",Zürich,Zurich
194.230.160.67,"47.5584,7.5733",Basel,Basel-City
194.230.160.179,"47.5584,7.5733",Basel,Basel-City
194.230.160.15,"47.5584,7.5733",Basel,Basel-City
194.230.160.60,"47.5584,7.5733",Basel,Basel-City
194.230.160.108,"47.5584,7.5733",Basel,Basel-City
194.230.160.137,"47.5584,7.5733",Basel,Basel-City
194.230.160.11,"47.5584,7.5733",Basel,Basel-City
194.230.160.144,"47.5584,7.5733",Basel,Basel-City
194.230.160.41,"47.5584,7.5733",Basel,Basel-City
194.230.148.13,"47.3667,8.5500",Zürich,Zurich
194.230.160.24,"47.5584,7.5733",Basel,Basel-City
194.230.146.239,"47.3667,8.5500",Zürich,Zurich
194.230.161.158,"47.5056,8.7241",Winterthur,Zurich
194.230.160.170,"47.5584,7.5733",Basel,Basel-City
194.230.160.161,"47.5584,7.5733",Basel,Basel-City
194.230.160.21,"47.5584,7.5733",Basel,Basel-City
194.230.160.9,"47.5584,7.5733",Basel,Basel-City
194.230.144.130,"47.0505,8.3064",Luzern,Lucerne
194.230.145.150,"46.0101,8.9600",Lugano,Ticino
194.230.160.149,"47.5584,7.5733",Basel,Basel-City
194.230.160.204,"47.5584,7.5733",Basel,Basel-City
194.230.161.199,"47.5056,8.7241",Winterthur,Zurich
194.230.160.33,"47.5584,7.5733",Basel,Basel-City
194.230.160.59,"47.5584,7.5733",Basel,Basel-City
194.230.160.45,"47.5584,7.5733",Basel,Basel-City
194.230.160.228,"47.5584,7.5733",Basel,Basel-City
194.230.160.140,"47.5584,7.5733",Basel,Basel-City
194.230.160.85,"47.5584,7.5733",Basel,Basel-City
194.230.160.134,"47.5584,7.5733",Basel,Basel-City
194.230.160.62,"47.5584,7.5733",Basel,Basel-City
194.230.160.197,"47.5584,7.5733",Basel,Basel-City
194.230.160.82,"47.5584,7.5733",Basel,Basel-City
194.230.160.224,"47.5584,7.5733",Basel,Basel-City
194.230.160.100,"47.5584,7.5733",Basel,Basel-City
194.230.160.146,"47.5584,7.5733",Basel,Basel-City
194.230.160.132,"47.5584,7.5733",Basel,Basel-City
194.230.160.6,"47.5584,7.5733",Basel,Basel-City
194.230.160.35,"47.5584,7.5733",Basel,Basel-City
194.230.160.158,"47.5584,7.5733",Basel,Basel-City
194.230.148.11,"47.3667,8.5500",Zürich,Zurich
194.230.160.50,"47.5584,7.5733",Basel,Basel-City
213.55.222.31,"46.2022,6.1457",Genève,Geneva
194.230.160.112,"47.5584,7.5733",Basel,Basel-City
194.230.145.72,"46.0101,8.9600",Lugano,Ticino
194.230.160.76,"47.5584,7.5733",Basel,Basel-City
18.219.126.78,"39.9612,-82.9988",Columbus,Ohio
194.230.160.230,"47.5584,7.5733",Basel,Basel-City
194.230.160.80,"47.5584,7.5733",Basel,Basel-City
194.230.145.63,"46.0101,8.9600",Lugano,Ticino
194.230.146.133,"47.3667,8.5500",Zürich,Zurich
194.230.161.181,"47.5056,8.7241",Winterthur,Zurich
194.230.160.105,"47.5584,7.5733",Basel,Basel-City
194.230.160.54,"47.5584,7.5733",Basel,Basel-City
194.230.160.226,"47.5584,7.5733",Basel,Basel-City
194.230.160.163,"47.5584,7.5733",Basel,Basel-City
194.230.160.98,"47.5584,7.5733",Basel,Basel-City
194.230.160.200,"47.5584,7.5733",Basel,Basel-City
194.230.160.87,"47.5584,7.5733",Basel,Basel-City
194.230.144.206,"47.0505,8.3064",Luzern,Lucerne
194.230.145.96,"46.0101,8.9600",Lugano,Ticino
194.230.161.11,"47.5056,8.7241",Winterthur,Zurich
109.192.66.135,"47.9959,7.8522",Freiburg,Baden-Wurttemberg
194.230.144.90,"47.0505,8.3064",Luzern,Lucerne
194.230.160.165,"47.5584,7.5733",Basel,Basel-City
194.230.160.221,"47.5584,7.5733",Basel,Basel-City
194.230.160.169,"47.5584,7.5733",Basel,Basel-City
194.230.161.222,"47.5056,8.7241",Winterthur,Zurich
194.230.160.172,"47.5584,7.5733",Basel,Basel-City
194.230.160.65,"47.5584,7.5733",Basel,Basel-City
194.230.160.84,"47.5584,7.5733",Basel,Basel-City
85.114.140.58,"52.5244,13.4105",Berlin,State of Berlin
194.230.160.171,"47.5584,7.5733",Basel,Basel-City
194.230.160.43,"47.5584,7.5733",Basel,Basel-City
194.230.160.16,"47.5584,7.5733",Basel,Basel-City
194.230.147.65,"47.5584,7.5733",Basel,Basel-City
194.230.146.102,"47.3667,8.5500",Zürich,Zurich
194.230.161.214,"47.5056,8.7241",Winterthur,Zurich
194.230.160.120,"47.5584,7.5733",Basel,Basel-City
194.230.148.24,"47.3667,8.5500",Zürich,Zurich
213.55.224.139,"47.3667,8.5500",Zürich,Zurich
194.230.145.85,"46.0101,8.9600",Lugano,Ticino
195.167.10.242,"40.0483,23.4136",Kassándreia,Central Macedonia
194.230.144.194,"47.0505,8.3064",Luzern,Lucerne
194.230.145.120,"46.0101,8.9600",Lugano,Ticino
194.230.148.169,"47.3667,8.5500",Zürich,Zurich
194.230.160.115,"47.5584,7.5733",Basel,Basel-City
213.55.225.12,"47.3667,8.5500",Zürich,Zurich
194.230.161.238,"47.5056,8.7241",Winterthur,Zurich
194.230.161.10,"47.5056,8.7241",Winterthur,Zurich
194.230.160.32,"47.5584,7.5733",Basel,Basel-City
194.230.160.229,"47.5584,7.5733",Basel,Basel-City
194.230.147.183,"47.5584,7.5733",Basel,Basel-City
194.230.160.113,"47.5584,7.5733",Basel,Basel-City
194.230.147.92,"47.5584,7.5733",Basel,Basel-City
194.230.160.193,"47.5584,7.5733",Basel,Basel-City
194.230.160.124,"47.5584,7.5733",Basel,Basel-City
194.230.160.68,"47.5584,7.5733",Basel,Basel-City
194.230.160.135,"47.5584,7.5733",Basel,Basel-City
151.124.108.134,"50.0979,8.5999",Frankfurt am Main,Hesse
194.230.145.164,"46.0101,8.9600",Lugano,Ticino
194.230.144.231,"47.0505,8.3064",Luzern,Lucerne
194.230.147.69,"47.5584,7.5733",Basel,Basel-City
194.230.158.6,"47.3667,8.5500",Zürich,Zurich
194.230.160.126,"47.5584,7.5733",Basel,Basel-City
194.230.160.199,"47.5584,7.5733",Basel,Basel-City
194.230.148.88,"47.3667,8.5500",Zürich,Zurich
194.230.160.185,"47.5584,7.5733",Basel,Basel-City
194.230.160.210,"47.5584,7.5733",Basel,Basel-City
194.230.160.86,"47.5584,7.5733",Basel,Basel-City
194.230.160.97,"47.5584,7.5733",Basel,Basel-City
194.230.160.58,"47.5584,7.5733",Basel,Basel-City
194.230.160.122,"47.5584,7.5733",Basel,Basel-City
80.147.27.249,"48.1374,11.5755",Munich,Bavaria
194.230.161.230,"47.5056,8.7241",Winterthur,Zurich
194.230.160.69,"47.5584,7.5733",Basel,Basel-City
194.230.160.75,"47.5584,7.5733",Basel,Basel-City
194.230.160.7,"47.5584,7.5733",Basel,Basel-City
194.230.160.119,"47.5584,7.5733",Basel,Basel-City
194.230.148.63,"47.3667,8.5500",Zürich,Zurich
194.230.160.240,"47.5584,7.5733",Basel,Basel-City
194.230.160.187,"47.5584,7.5733",Basel,Basel-City
194.230.160.78,"47.5584,7.5733",Basel,Basel-City
194.230.146.11,"47.3667,8.5500",Zürich,Zurich
194.230.148.116,"47.3667,8.5500",Zürich,Zurich
194.230.160.25,"47.5584,7.5733",Basel,Basel-City
194.230.160.28,"47.5584,7.5733",Basel,Basel-City
194.230.148.146,"47.3667,8.5500",Zürich,Zurich
194.230.144.59,"47.0505,8.3064",Luzern,Lucerne
194.230.145.175,"46.0101,8.9600",Lugano,Ticino
194.230.161.57,"47.5056,8.7241",Winterthur,Zurich
194.230.158.227,"47.3667,8.5500",Zürich,Zurich
194.230.148.240,"47.3667,8.5500",Zürich,Zurich
194.230.144.114,"47.0505,8.3064",Luzern,Lucerne
194.230.148.72,"47.3667,8.5500",Zürich,Zurich
194.230.160.53,"47.5584,7.5733",Basel,Basel-City
194.230.160.48,"47.5584,7.5733",Basel,Basel-City
194.230.160.51,"47.5584,7.5733",Basel,Basel-City
194.230.146.199,"47.3667,8.5500",Zürich,Zurich
194.230.160.173,"47.5584,7.5733",Basel,Basel-City
194.230.148.40,"47.3667,8.5500",Zürich,Zurich
194.230.148.217,"47.3667,8.5500",Zürich,Zurich
194.230.148.5,"47.3667,8.5500",Zürich,Zurich
194.230.160.177,"47.5584,7.5733",Basel,Basel-City
194.230.148.0,"47.3667,8.5500",Zürich,Zurich
194.230.144.68,"47.0505,8.3064",Luzern,Lucerne
194.230.160.31,"47.5584,7.5733",Basel,Basel-City
194.230.160.116,"47.5584,7.5733",Basel,Basel-City
194.230.161.171,"47.5056,8.7241",Winterthur,Zurich
194.230.161.81,"47.5056,8.7241",Winterthur,Zurich
194.230.161.236,"47.5056,8.7241",Winterthur,Zurich
194.230.148.225,"47.3667,8.5500",Zürich,Zurich
84.246.123.19,"51.4566,7.0123",Essen,North Rhine-Westphalia
194.230.144.141,"47.0505,8.3064",Luzern,Lucerne
194.230.160.23,"47.5584,7.5733",Basel,Basel-City
194.230.145.106,"46.0101,8.9600",Lugano,Ticino
194.230.146.158,"47.3667,8.5500",Zürich,Zurich
194.230.145.235,"46.0101,8.9600",Lugano,Ticino
194.230.161.79,"47.5056,8.7241",Winterthur,Zurich
194.230.160.29,"47.5584,7.5733",Basel,Basel-City
194.230.148.172,"47.3667,8.5500",Zürich,Zurich
194.230.160.191,"47.5584,7.5733",Basel,Basel-City
194.230.160.40,"47.5584,7.5733",Basel,Basel-City
194.230.160.73,"47.5584,7.5733",Basel,Basel-City
194.230.144.105,"47.0505,8.3064",Luzern,Lucerne
194.230.148.92,"47.3667,8.5500",Zürich,Zurich
194.230.144.233,"47.0505,8.3064",Luzern,Lucerne
194.230.160.10,"47.5584,7.5733",Basel,Basel-City
194.230.144.24,"47.0505,8.3064",Luzern,Lucerne
194.230.160.164,"47.5584,7.5733",Basel,Basel-City
194.230.144.131,"47.0505,8.3064",Luzern,Lucerne
194.230.160.220,"47.5584,7.5733",Basel,Basel-City
194.230.144.209,"47.0505,8.3064",Luzern,Lucerne
194.230.144.222,"47.0505,8.3064",Luzern,Lucerne
194.230.160.49,"47.5584,7.5733",Basel,Basel-City
194.230.144.49,"47.0505,8.3064",Luzern,Lucerne
194.230.160.93,"47.5584,7.5733",Basel,Basel-City
194.230.144.11,"47.0505,8.3064",Luzern,Lucerne
194.230.158.140,"47.3667,8.5500",Zürich,Zurich
194.230.148.90,"47.3667,8.5500",Zürich,Zurich
194.230.144.106,"47.0505,8.3064",Luzern,Lucerne
194.230.145.204,"46.0101,8.9600",Lugano,Ticino
194.230.144.186,"47.0505,8.3064",Luzern,Lucerne
194.230.148.105,"47.3667,8.5500",Zürich,Zurich
194.230.161.233,"47.5056,8.7241",Winterthur,Zurich
194.230.160.55,"47.5584,7.5733",Basel,Basel-City
194.230.144.40,"47.0505,8.3064",Luzern,Lucerne
194.230.148.163,"47.3667,8.5500",Zürich,Zurich
194.230.160.150,"47.5584,7.5733",Basel,Basel-City
194.230.144.53,"47.0505,8.3064",Luzern,Lucerne
46.253.188.28,"47.3667,8.5500",Zürich,Zurich
194.230.145.84,"46.0101,8.9600",Lugano,Ticino
194.230.145.95,"46.0101,8.9600",Lugano,Ticino
194.230.145.182,"46.0101,8.9600",Lugano,Ticino
194.230.144.120,"47.0505,8.3064",Luzern,Lucerne
194.230.160.57,"47.5584,7.5733",Basel,Basel-City
194.230.148.52,"47.3667,8.5500",Zürich,Zurich
194.230.160.174,"47.5584,7.5733",Basel,Basel-City
194.230.160.96,"47.5584,7.5733",Basel,Basel-City
194.230.144.151,"47.0505,8.3064",Luzern,Lucerne
194.230.144.217,"47.0505,8.3064",Luzern,Lucerne
213.55.237.168,"47.3667,8.5500",Zürich,Zurich
194.230.148.193,"47.3667,8.5500",Zürich,Zurich
194.230.160.141,"47.5584,7.5733",Basel,Basel-City
194.230.146.182,"47.3667,8.5500",Zürich,Zurich
194.230.148.182,"47.3667,8.5500",Zürich,Zurich
194.230.160.125,"47.5584,7.5733",Basel,Basel-City
194.230.158.64,"47.3667,8.5500",Zürich,Zurich
84.72.11.46,"47.5592,7.8433",Möhlin,Aargau
194.230.144.208,"47.0505,8.3064",Luzern,Lucerne
194.230.161.225,"47.5056,8.7241",Winterthur,Zurich
194.230.148.86,"47.3667,8.5500",Zürich,Zurich
194.230.145.138,"46.0101,8.9600",Lugano,Ticino
194.230.160.233,"47.5584,7.5733",Basel,Basel-City
170.85.2.113,"48.1374,11.5755",Munich,Bavaria
194.230.161.25,"47.5056,8.7241",Winterthur,Zurich
194.230.160.13,"47.5584,7.5733",Basel,Basel-City
213.55.185.98,"47.3667,8.5500",Zürich,Zurich
194.230.158.42,"47.3667,8.5500",Zürich,Zurich
194.230.160.152,"47.5584,7.5733",Basel,Basel-City
194.230.146.129,"47.3667,8.5500",Zürich,Zurich
194.230.160.175,"47.5584,7.5733",Basel,Basel-City
194.230.145.217,"46.0101,8.9600",Lugano,Ticino
194.230.160.64,"47.5584,7.5733",Basel,Basel-City
165.225.94.109,"47.3667,8.5500",Zürich,Zurich
194.230.148.83,"47.3667,8.5500",Zürich,Zurich
194.230.160.184,"47.5584,7.5733",Basel,Basel-City
194.230.144.123,"47.0505,8.3064",Luzern,Lucerne
194.230.160.157,"47.5584,7.5733",Basel,Basel-City
194.230.146.233,"47.3667,8.5500",Zürich,Zurich
194.230.160.182,"47.5584,7.5733",Basel,Basel-City
194.230.144.87,"47.0505,8.3064",Luzern,Lucerne
194.230.160.166,"47.5584,7.5733",Basel,Basel-City
213.55.243.219,"47.3667,8.5500",Zürich,Zurich
213.55.185.194,"47.3667,8.5500",Zürich,Zurich
194.230.147.45,"47.5584,7.5733",Basel,Basel-City
194.230.160.213,"47.5584,7.5733",Basel,Basel-City
213.55.187.200,"47.3667,8.5500",Zürich,Zurich
194.230.160.148,"47.5584,7.5733",Basel,Basel-City
194.230.144.104,"47.0505,8.3064",Luzern,Lucerne
194.230.148.44,"47.3667,8.5500",Zürich,Zurich
194.230.148.111,"47.3667,8.5500",Zürich,Zurich
194.230.145.200,"46.0101,8.9600",Lugano,Ticino
194.230.144.218,"47.0505,8.3064",Luzern,Lucerne
194.230.160.34,"47.5584,7.5733",Basel,Basel-City
194.230.161.179,"47.5056,8.7241",Winterthur,Zurich
213.55.184.88,"47.3667,8.5500",Zürich,Zurich
194.230.144.121,"47.0505,8.3064",Luzern,Lucerne
194.230.160.0,"47.5584,7.5733",Basel,Basel-City
213.55.185.203,"47.3667,8.5500",Zürich,Zurich
213.55.184.109,"47.3667,8.5500",Zürich,Zurich
213.55.189.182,"47.3667,8.5500",Zürich,Zurich
213.55.186.0,"47.3667,8.5500",Zürich,Zurich
213.55.187.216,"47.3667,8.5500",Zürich,Zurich
194.230.148.176,"47.3667,8.5500",Zürich,Zurich
194.230.158.178,"47.3667,8.5500",Zürich,Zurich
194.230.145.5,"46.0101,8.9600",Lugano,Ticino
194.230.161.232,"47.5056,8.7241",Winterthur,Zurich
194.230.148.139,"47.3667,8.5500",Zürich,Zurich
213.55.185.89,"47.3667,8.5500",Zürich,Zurich
194.230.144.44,"47.0505,8.3064",Luzern,Lucerne
194.230.148.38,"47.3667,8.5500",Zürich,Zurich
194.230.160.61,"47.5584,7.5733",Basel,Basel-City
194.230.147.218,"47.5584,7.5733",Basel,Basel-City
194.230.160.81,"47.5584,7.5733",Basel,Basel-City
194.230.144.149,"47.0505,8.3064",Luzern,Lucerne
194.230.160.203,"47.5584,7.5733",Basel,Basel-City
194.230.160.235,"47.5584,7.5733",Basel,Basel-City
194.230.148.43,"47.3667,8.5500",Zürich,Zurich
194.230.160.239,"47.5584,7.5733",Basel,Basel-City
194.230.160.206,"47.5584,7.5733",Basel,Basel-City
194.230.160.155,"47.5584,7.5733",Basel,Basel-City
213.55.240.235,"47.3667,8.5500",Zürich,Zurich
213.55.240.253,"47.3667,8.5500",Zürich,Zurich
213.55.243.211,"47.3667,8.5500",Zürich,Zurich
213.55.241.185,"47.3667,8.5500",Zürich,Zurich
213.55.242.135,"47.3667,8.5500",Zürich,Zurich
194.230.160.121,"47.5584,7.5733",Basel,Basel-City
213.55.242.41,"47.3667,8.5500",Zürich,Zurich
213.55.240.238,"47.3667,8.5500",Zürich,Zurich
194.230.160.36,"47.5584,7.5733",Basel,Basel-City
213.55.241.244,"47.3667,8.5500",Zürich,Zurich
194.230.148.214,"47.3667,8.5500",Zürich,Zurich
213.55.242.213,"47.3667,8.5500",Zürich,Zurich
213.55.241.166,"47.3667,8.5500",Zürich,Zurich
194.230.144.129,"47.0505,8.3064",Luzern,Lucerne
194.230.160.219,"47.5584,7.5733",Basel,Basel-City
213.55.241.139,"47.3667,8.5500",Zürich,Zurich
194.230.145.42,"46.0101,8.9600",Lugano,Ticino
185.104.138.80,"50.1155,8.6842",Frankfurt am Main,Hesse
194.230.146.160,"47.3667,8.5500",Zürich,Zurich
185.104.138.29,"50.1155,8.6842",Frankfurt am Main,Hesse
194.230.148.209,"47.3667,8.5500",Zürich,Zurich
194.230.160.106,"47.5584,7.5733",Basel,Basel-City
194.230.148.135,"47.3667,8.5500",Zürich,Zurich
194.230.160.90,"47.5584,7.5733",Basel,Basel-City
185.68.67.90,"47.4641,7.8089",Sissach,Basel-Landschaft
194.230.144.34,"47.0505,8.3064",Luzern,Lucerne
194.230.160.227,"47.5584,7.5733",Basel,Basel-City
147.161.138.116,"50.1155,8.6842",Frankfurt am Main,Hesse
2a02:21b4:a88c:a500:7dc6:5b7e:ad7d:988c,"47.3358,8.0554",Muhen,Aargau
193.5.234.148,"47.3667,8.5500",Zürich,Zurich
194.230.144.212,"47.0505,8.3064",Luzern,Lucerne
194.230.158.23,"47.3667,8.5500",Zürich,Zurich
86.111.136.42,"46.2274,7.3556",Sitten,Valais
194.230.158.18,"47.3667,8.5500",Zürich,Zurich
194.230.160.214,"47.5584,7.5733",Basel,Basel-City
194.230.148.205,"47.3667,8.5500",Zürich,Zurich
194.230.161.13,"47.5056,8.7241",Winterthur,Zurich
194.230.147.96,"47.5584,7.5733",Basel,Basel-City
213.55.243.59,"47.3667,8.5500",Zürich,Zurich
213.55.243.184,"47.3667,8.5500",Zürich,Zurich
212.120.55.165,"47.2573,8.1809",Reinach,Aargau
212.234.22.59,"47.5921,7.5592",Saint-Louis,Grand Est
194.230.146.168,"47.3667,8.5500",Zürich,Zurich
194.230.144.215,"47.0505,8.3064",Luzern,Lucerne
212.139.113.134,"55.9521,-3.1965",Edinburgh,Scotland
194.230.160.79,"47.5584,7.5733",Basel,Basel-City
213.55.242.203,"47.3667,8.5500",Zürich,Zurich
194.230.145.222,"46.0101,8.9600",Lugano,Ticino
194.230.160.186,"47.5584,7.5733",Basel,Basel-City
194.230.146.91,"47.3667,8.5500",Zürich,Zurich
194.230.146.165,"47.3667,8.5500",Zürich,Zurich
194.230.161.152,"47.5056,8.7241",Winterthur,Zurich
194.230.144.145,"47.0505,8.3064",Luzern,Lucerne
194.230.158.146,"47.3667,8.5500",Zürich,Zurich
194.230.144.138,"47.0505,8.3064",Luzern,Lucerne
194.230.161.237,"47.5056,8.7241",Winterthur,Zurich
194.230.144.74,"47.0505,8.3064",Luzern,Lucerne
213.55.241.22,"47.3667,8.5500",Zürich,Zurich
194.230.160.89,"47.5584,7.5733",Basel,Basel-City
194.230.145.76,"46.0101,8.9600",Lugano,Ticino
194.230.160.107,"47.5584,7.5733",Basel,Basel-City
194.230.144.88,"47.0505,8.3064",Luzern,Lucerne
194.230.160.162,"47.5584,7.5733",Basel,Basel-City
194.230.144.2,"47.0505,8.3064",Luzern,Lucerne
194.230.160.118,"47.5584,7.5733",Basel,Basel-City
194.230.161.192,"47.5056,8.7241",Winterthur,Zurich
194.230.160.142,"47.5584,7.5733",Basel,Basel-City
194.230.160.147,"47.5584,7.5733",Basel,Basel-City
213.55.240.31,"47.3667,8.5500",Zürich,Zurich
165.225.94.110,"47.3667,8.5500",Zürich,Zurich
194.230.144.31,"47.0505,8.3064",Luzern,Lucerne
194.230.145.179,"46.0101,8.9600",Lugano,Ticino
194.230.146.19,"47.3667,8.5500",Zürich,Zurich
194.230.158.112,"47.3667,8.5500",Zürich,Zurich
194.230.144.239,"47.0505,8.3064",Luzern,Lucerne
194.230.148.125,"47.3667,8.5500",Zürich,Zurich
194.230.161.169,"47.5056,8.7241",Winterthur,Zurich
194.230.145.111,"46.0101,8.9600",Lugano,Ticino
194.230.146.193,"47.3667,8.5500",Zürich,Zurich
194.230.145.99,"46.0101,8.9600",Lugano,Ticino
194.230.148.39,"47.3667,8.5500",Zürich,Zurich
194.230.148.42,"47.3667,8.5500",Zürich,Zurich
194.230.160.128,"47.5584,7.5733",Basel,Basel-City
194.230.160.88,"47.5584,7.5733",Basel,Basel-City
193.5.234.54,"47.3667,8.5500",Zürich,Zurich
2a02:21b4:a88c:a500:59a3:96ba:a54d:69a9,"47.3358,8.0554",Muhen,Aargau
194.230.160.114,"47.5584,7.5733",Basel,Basel-City
5.9.143.55,"50.4779,12.3713",Falkenstein,Saxony
194.230.145.140,"46.0101,8.9600",Lugano,Ticino
165.225.94.115,"47.3667,8.5500",Zürich,Zurich
194.230.144.148,"47.0505,8.3064",Luzern,Lucerne
194.230.144.211,"47.0505,8.3064",Luzern,Lucerne
194.230.160.207,"47.5584,7.5733",Basel,Basel-City
2a02:1210:4c2b:9500:ddc8:d8ca:eda7:d36c,"46.9481,7.4474",Bern,Bern
213.55.241.155,"47.3667,8.5500",Zürich,Zurich
194.230.145.45,"46.0101,8.9600",Lugano,Ticino
213.55.240.130,"47.3667,8.5500",Zürich,Zurich
194.230.148.210,"47.3667,8.5500",Zürich,Zurich
213.55.241.206,"47.3667,8.5500",Zürich,Zurich
